Time,Symbol,Price,Quantity,Type,Status,Value,Tag
2024-02-06T14:30:00Z,MSFT,0,24,Stop Limit,Canceled,0,"" 
2024-02-06T14:30:00Z,MSFT,0,-25,Stop Limit,Canceled,0,"" 
2024-02-07T14:30:00Z,MSFT,407.99045889,24,Stop Limit,Filled,9791.77101336,"" 
2024-02-07T14:30:00Z,MSFT,0,-25,Stop Limit,Canceled,0,"" 
2024-02-07T20:05:00Z,MSFT,0,-24,Limit,Canceled,0,"" 
2024-02-07T20:05:00Z,MSFT,395.59152,-24,Stop Limit,Filled,-9494.19648,"" 
2024-02-12T14:30:00Z,GOOGL,0,66,Stop Limit,Canceled,0,"" 
2024-02-12T14:30:00Z,GOOGL,0,-68,Stop Limit,Canceled,0,"" 
2024-02-13T14:30:00Z,GOOGL,0,66,Stop Limit,Canceled,0,"" 
2024-02-13T14:30:00Z,GOOGL,143.460531945,-69,Stop Limit,Filled,-9898.776704205,"" 
2024-02-13T14:31:00Z,GOOGL,136.29,69,Limit,Filled,9404.01,"" 
2024-02-13T14:31:00Z,GOOGL,0,69,Stop Limit,Canceled,0,"" 
2024-02-21T14:30:00Z,MSFT,0,24,Stop Limit,Canceled,0,"" 
2024-02-21T14:30:00Z,MSFT,0,-25,Stop Limit,Canceled,0,"" 
2024-02-22T14:30:00Z,MSFT,406.07469528,24,Stop Limit,Filled,9745.79268672,"" 
2024-02-22T14:30:00Z,MSFT,0,-25,Stop Limit,Canceled,0,"" 
2024-02-22T14:31:00Z,MSFT,0,-24,Limit,Canceled,0,"" 
2024-02-22T14:31:00Z,MSFT,393.821247948,-24,Stop Limit,Filled,-9451.709950752,"" 
2024-02-28T14:30:00Z,GOOGL,0,71,Stop Limit,Canceled,0,"" 
2024-02-28T14:30:00Z,GOOGL,135.187591612,-73,Stop Limit,Filled,-9868.694187676,"" 
2024-02-28T14:48:00Z,GOOGL,0,73,Limit,Canceled,0,"" 
2024-02-28T14:48:00Z,GOOGL,139.289301525,73,Stop Limit,Filled,10168.119011325,"" 
2024-03-04T14:30:00Z,AAPL,0,54,Stop Limit,Canceled,0,"" 
2024-03-04T14:30:00Z,AAPL,174.68,-57,Stop Limit,Filled,-9956.76,"" 
2024-03-04T14:31:00Z,AAPL,165.95,57,Limit,Filled,9459.15,"" 
2024-03-04T14:31:00Z,AAPL,0,57,Stop Limit,Canceled,0,"" 
2024-03-14T13:30:00Z,GOOGL,141.7,70,Stop Limit,Filled,9919,"" 
2024-03-14T13:30:00Z,GOOGL,0,-73,Stop Limit,Canceled,0,"" 
2024-03-14T14:27:00Z,GOOGL,148.78,-70,Limit,Filled,-10414.6,"" 
2024-03-14T14:27:00Z,GOOGL,0,-70,Stop Limit,Canceled,0,"" 
2024-03-19T13:30:00Z,GOOGL,0,66,Stop Limit,Canceled,0,"" 
2024-03-19T13:30:00Z,GOOGL,0,-69,Stop Limit,Canceled,0,"" 
2024-03-20T13:30:00Z,GOOGL,0,67,Stop Limit,Canceled,0,"" 
2024-03-20T13:30:00Z,GOOGL,0,-69,Stop Limit,Canceled,0,"" 
2024-03-21T13:30:00Z,GOOGL,0,66,Stop Limit,Canceled,0,"" 
2024-03-21T13:30:00Z,GOOGL,0,-69,Stop Limit,Canceled,0,"" 
2024-03-22T13:30:00Z,GOOGL,149.747172078,66,Stop Limit,Filled,9883.313357148,"" 
2024-03-22T13:30:00Z,GOOGL,0,-69,Stop Limit,Canceled,0,"" 
2024-03-22T13:48:00Z,GOOGL,157.23,-66,Limit,Filled,-10377.18,"" 
2024-03-22T13:48:00Z,GOOGL,0,-66,Stop Limit,Canceled,0,"" 
2024-04-10T13:30:00Z,GOOGL,0,63,Stop Limit,Canceled,0,"" 
2024-04-10T13:30:00Z,GOOGL,0,-65,Stop Limit,Canceled,0,"" 
2024-04-11T13:30:00Z,AAPL,170.267293449,58,Stop Limit,Filled,9875.503020042,"" 
2024-04-11T13:30:00Z,AAPL,0,-61,Stop Limit,Canceled,0,"" 
2024-04-11T13:30:00Z,GOOGL,158.337920443,63,Stop Limit,Filled,9975.288987909,"" 
2024-04-11T13:30:00Z,GOOGL,0,-65,Stop Limit,Canceled,0,"" 
2024-04-11T17:18:00Z,AAPL,0,-58,Limit,Canceled,0,"" 
2024-04-11T17:18:00Z,AAPL,164.99,-58,Stop Limit,Filled,-9569.42,"" 
2024-04-11T18:35:00Z,GOOGL,0,-63,Limit,Canceled,0,"" 
2024-04-11T18:35:00Z,GOOGL,153.511210957,-63,Stop Limit,Filled,-9671.206290291,"" 
2024-04-16T13:30:00Z,GOOGL,0,63,Stop Limit,Canceled,0,"" 
2024-04-16T13:30:00Z,GOOGL,0,-66,Stop Limit,Canceled,0,"" 
2024-04-17T13:30:00Z,GOOGL,0,63,Stop Limit,Canceled,0,"" 
2024-04-17T13:30:00Z,GOOGL,0,-66,Stop Limit,Canceled,0,"" 
2024-04-18T13:30:00Z,GOOGL,0,63,Stop Limit,Canceled,0,"" 
2024-04-18T13:30:00Z,GOOGL,0,-65,Stop Limit,Canceled,0,"" 
2024-04-19T13:30:00Z,GOOGL,0,63,Stop Limit,Canceled,0,"" 
2024-04-19T13:30:00Z,GOOGL,151.743403779,-65,Stop Limit,Filled,-9863.321245635,"" 
2024-04-19T16:29:00Z,GOOGL,0,65,Limit,Canceled,0,"" 
2024-04-19T16:29:00Z,GOOGL,156.301962738,65,Stop Limit,Filled,10159.62757797,"" 
2024-04-22T13:30:00Z,AAPL,0,59,Stop Limit,Canceled,0,"" 
2024-04-22T13:30:00Z,AAPL,0,-62,Stop Limit,Canceled,0,"" 
2024-04-22T13:30:00Z,MSFT,0,24,Stop Limit,Canceled,0,"" 
2024-04-22T13:30:00Z,MSFT,0,-25,Stop Limit,Canceled,0,"" 
2024-04-23T13:30:00Z,AAPL,0,59,Stop Limit,Canceled,0,"" 
2024-04-23T13:30:00Z,AAPL,0,-62,Stop Limit,Canceled,0,"" 
2024-04-23T13:30:00Z,MSFT,0,24,Stop Limit,Canceled,0,"" 
2024-04-23T13:30:00Z,MSFT,0,-25,Stop Limit,Canceled,0,"" 
2024-04-23T13:30:00Z,GOOGL,0,63,Stop Limit,Canceled,0,"" 
2024-04-23T13:30:00Z,GOOGL,0,-65,Stop Limit,Canceled,0,"" 
2024-04-24T13:30:00Z,AAPL,0,59,Stop Limit,Canceled,0,"" 
2024-04-24T13:30:00Z,AAPL,0,-61,Stop Limit,Canceled,0,"" 
2024-04-24T13:30:00Z,MSFT,0,24,Stop Limit,Canceled,0,"" 
2024-04-24T13:30:00Z,MSFT,0,-25,Stop Limit,Canceled,0,"" 
2024-04-24T13:30:00Z,GOOGL,0,62,Stop Limit,Canceled,0,"" 
2024-04-24T13:30:00Z,GOOGL,0,-64,Stop Limit,Canceled,0,"" 
2024-04-25T13:30:00Z,AAPL,0,58,Stop Limit,Canceled,0,"" 
2024-04-25T13:30:00Z,AAPL,0,-60,Stop Limit,Canceled,0,"" 
2024-04-25T13:30:00Z,MSFT,0,24,Stop Limit,Canceled,0,"" 
2024-04-25T13:30:00Z,MSFT,0,-25,Stop Limit,Canceled,0,"" 
2024-04-25T13:30:00Z,GOOGL,0,61,Stop Limit,Canceled,0,"" 
2024-04-25T13:30:00Z,GOOGL,154.84,-64,Stop Limit,Filled,-9909.76,"" 
2024-04-25T15:42:00Z,GOOGL,0,64,Limit,Canceled,0,"" 
2024-04-25T15:42:00Z,GOOGL,156.401817,64,Stop Limit,Filled,10009.716288,"" 
2024-04-26T13:30:00Z,AAPL,0,58,Stop Limit,Canceled,0,"" 
2024-04-26T13:30:00Z,AAPL,0,-60,Stop Limit,Canceled,0,"" 
2024-04-26T13:30:00Z,MSFT,403.39,24,Stop Limit,Filled,9681.36,"" 
2024-04-26T13:30:00Z,MSFT,0,-25,Stop Limit,Canceled,0,"" 
2024-04-26T13:38:00Z,MSFT,0,-24,Limit,Canceled,0,"" 
2024-04-26T13:38:00Z,MSFT,391.230123492,-24,Stop Limit,Filled,-9389.522963808,"" 
2024-04-29T13:30:00Z,AAPL,0,58,Stop Limit,Canceled,0,"" 
2024-04-29T13:30:00Z,AAPL,0,-60,Stop Limit,Canceled,0,"" 
2024-04-30T13:30:00Z,AAPL,0,56,Stop Limit,Canceled,0,"" 
2024-04-30T13:30:00Z,AAPL,0,-59,Stop Limit,Canceled,0,"" 
2024-05-01T13:30:00Z,AAPL,0,57,Stop Limit,Canceled,0,"" 
2024-05-01T13:30:00Z,AAPL,0,-60,Stop Limit,Canceled,0,"" 
2024-05-01T13:30:00Z,MSFT,393.593782824,25,Stop Limit,Filled,9839.8445706,"" 
2024-05-01T13:30:00Z,MSFT,0,-26,Stop Limit,Canceled,0,"" 
2024-05-01T18:40:00Z,MSFT,413.3931384,-25,Limit,Filled,-10334.82846,"" 
2024-05-01T18:40:00Z,MSFT,0,-25,Stop Limit,Canceled,0,"" 
2024-05-02T13:30:00Z,AAPL,171.716883795,58,Stop Limit,Filled,9959.57926011,"" 
2024-05-02T13:30:00Z,AAPL,0,-60,Stop Limit,Canceled,0,"" 
2024-05-02T18:28:00Z,AAPL,185.319204165,-58,Limit,Filled,-10748.51384157,"" 
2024-05-02T18:28:00Z,AAPL,0,-58,Stop Limit,Canceled,0,"" 
2024-05-06T13:30:00Z,AAPL,0,53,Stop Limit,Canceled,0,"" 
2024-05-06T13:30:00Z,AAPL,0,-56,Stop Limit,Canceled,0,"" 
2024-05-07T13:30:00Z,AAPL,0,54,Stop Limit,Canceled,0,"" 
2024-05-07T13:30:00Z,AAPL,0,-56,Stop Limit,Canceled,0,"" 
2024-05-08T13:30:00Z,AAPL,0,54,Stop Limit,Canceled,0,"" 
2024-05-08T13:30:00Z,AAPL,0,-56,Stop Limit,Canceled,0,"" 
2024-05-09T13:30:00Z,AAPL,0,54,Stop Limit,Canceled,0,"" 
2024-05-09T13:30:00Z,AAPL,0,-56,Stop Limit,Canceled,0,"" 
2024-05-10T13:30:00Z,AAPL,0,53,Stop Limit,Canceled,0,"" 
2024-05-10T13:30:00Z,AAPL,0,-55,Stop Limit,Canceled,0,"" 
2024-05-13T13:30:00Z,AAPL,185.729640408,53,Stop Limit,Filled,9843.670941624,"" 
2024-05-13T13:30:00Z,AAPL,0,-56,Stop Limit,Canceled,0,"" 
2024-05-13T16:57:00Z,AAPL,195.02,-53,Limit,Filled,-10336.06,"" 
2024-05-13T16:57:00Z,AAPL,0,-53,Stop Limit,Canceled,0,"" 
2024-05-14T13:30:00Z,MSFT,0,23,Stop Limit,Canceled,0,"" 
2024-05-14T13:30:00Z,MSFT,0,-24,Stop Limit,Canceled,0,"" 
2024-05-15T13:30:00Z,MSFT,0,23,Stop Limit,Canceled,0,"" 
2024-05-15T13:30:00Z,MSFT,0,-24,Stop Limit,Canceled,0,"" 
2024-05-16T13:30:00Z,MSFT,0,23,Stop Limit,Canceled,0,"" 
2024-05-16T13:30:00Z,MSFT,0,-24,Stop Limit,Canceled,0,"" 
2024-05-17T13:30:00Z,MSFT,0,23,Stop Limit,Canceled,0,"" 
2024-05-17T13:30:00Z,MSFT,0,-24,Stop Limit,Canceled,0,"" 
2024-05-20T13:30:00Z,MSFT,0,23,Stop Limit,Canceled,0,"" 
2024-05-20T13:30:00Z,MSFT,0,-24,Stop Limit,Canceled,0,"" 
2024-05-21T13:30:00Z,MSFT,0,23,Stop Limit,Canceled,0,"" 
2024-05-21T13:30:00Z,MSFT,0,-24,Stop Limit,Canceled,0,"" 
2024-05-22T13:30:00Z,MSFT,0,23,Stop Limit,Canceled,0,"" 
2024-05-22T13:30:00Z,MSFT,0,-24,Stop Limit,Canceled,0,"" 
2024-05-23T13:30:00Z,MSFT,0,23,Stop Limit,Canceled,0,"" 
2024-05-23T13:30:00Z,MSFT,0,-23,Stop Limit,Canceled,0,"" 
2024-05-24T13:30:00Z,MSFT,0,23,Stop Limit,Canceled,0,"" 
2024-05-24T13:30:00Z,MSFT,0,-24,Stop Limit,Canceled,0,"" 
2024-05-28T13:30:00Z,MSFT,0,23,Stop Limit,Canceled,0,"" 
2024-05-28T13:30:00Z,MSFT,0,-23,Stop Limit,Canceled,0,"" 
2024-05-29T13:30:00Z,MSFT,0,23,Stop Limit,Canceled,0,"" 
2024-05-29T13:30:00Z,MSFT,0,-23,Stop Limit,Canceled,0,"" 
2024-05-30T13:30:00Z,MSFT,0,23,Stop Limit,Canceled,0,"" 
2024-05-30T13:30:00Z,MSFT,416.338301794,-24,Stop Limit,Filled,-9992.119243056,"" 
2024-05-30T14:10:00Z,MSFT,0,24,Limit,Canceled,0,"" 
2024-05-30T14:10:00Z,MSFT,429.26,24,Stop Limit,Filled,10302.24,"" 
2024-06-06T13:30:00Z,AAPL,0,50,Stop Limit,Canceled,0,"" 
2024-06-06T13:30:00Z,AAPL,0,-52,Stop Limit,Canceled,0,"" 
2024-06-07T13:30:00Z,AAPL,0,50,Stop Limit,Canceled,0,"" 
2024-06-07T13:30:00Z,AAPL,0,-52,Stop Limit,Canceled,0,"" 
2024-06-10T13:30:00Z,AAPL,0,50,Stop Limit,Canceled,0,"" 
2024-06-10T13:30:00Z,AAPL,191.61,-52,Stop Limit,Filled,-9963.72,"" 
2024-06-10T18:21:00Z,AAPL,0,52,Limit,Submitted,0,"" 
2024-06-10T18:21:00Z,AAPL,0,52,Stop Limit,Submitted,0,"" 
2024-07-22T13:30:00Z,MSFT,0,22,Stop Limit,Canceled,0,"" 
2024-07-22T13:30:00Z,MSFT,0,-23,Stop Limit,Canceled,0,"" 
2024-07-23T13:30:00Z,MSFT,0,22,Stop Limit,Canceled,0,"" 
2024-07-23T13:30:00Z,MSFT,0,-23,Stop Limit,Canceled,0,"" 
2024-07-24T13:30:00Z,MSFT,0,22,Stop Limit,Canceled,0,"" 
2024-07-24T13:30:00Z,MSFT,431.457340596,-23,Stop Limit,Filled,-9923.518833708,"" 
2024-07-24T14:42:00Z,MSFT,409.88,23,Limit,Filled,9427.24,"" 
2024-07-24T14:42:00Z,MSFT,0,23,Stop Limit,Canceled,0,"" 
2024-08-01T13:30:00Z,MSFT,423.243917813,23,Stop Limit,Filled,9734.610109699,"" 
2024-08-01T13:30:00Z,MSFT,0,-24,Stop Limit,Canceled,0,"" 
2024-08-01T13:50:00Z,MSFT,0,-23,Limit,Canceled,0,"" 
2024-08-01T13:50:00Z,MSFT,410.37391034,-23,Stop Limit,Filled,-9438.59993782,"" 
2024-08-02T13:30:00Z,MSFT,0,23,Stop Limit,Canceled,0,"" 
2024-08-02T13:30:00Z,MSFT,404.746378204,-24,Stop Limit,Filled,-9713.913076896,"" 
2024-08-02T13:46:00Z,MSFT,384.51,24,Limit,Filled,9228.24,"" 
2024-08-02T13:46:00Z,MSFT,0,24,Stop Limit,Canceled,0,"" 
2024-08-06T13:30:00Z,MSFT,399.346721489,25,Stop Limit,Filled,9983.668037225,"" 
2024-08-06T13:30:00Z,MSFT,0,-26,Stop Limit,Canceled,0,"" 
2024-08-06T13:30:00Z,GOOGL,0,61,Stop Limit,Canceled,0,"" 
2024-08-06T13:30:00Z,GOOGL,0,-64,Stop Limit,Canceled,0,"" 
2024-08-06T14:10:00Z,MSFT,419.31,-25,Limit,Filled,-10482.75,"" 
2024-08-06T14:10:00Z,MSFT,0,-25,Stop Limit,Canceled,0,"" 
2024-08-07T13:30:00Z,GOOGL,160.81,62,Stop Limit,Filled,9970.22,"" 
2024-08-07T13:30:00Z,GOOGL,0,-64,Stop Limit,Canceled,0,"" 
2024-08-07T13:33:00Z,GOOGL,0,-62,Limit,Canceled,0,"" 
2024-08-07T13:33:00Z,GOOGL,155.9643294,-62,Stop Limit,Filled,-9669.7884228,"" 
2024-08-21T13:30:00Z,MSFT,0,23,Stop Limit,Canceled,0,"" 
2024-08-21T13:30:00Z,MSFT,0,-24,Stop Limit,Canceled,0,"" 
2024-08-22T13:30:00Z,MSFT,0,23,Stop Limit,Canceled,0,"" 
2024-08-22T13:30:00Z,MSFT,412.245052456,-24,Stop Limit,Filled,-9893.881258944,"" 
2024-08-22T17:32:00Z,MSFT,0,24,Limit,Canceled,0,"" 
2024-08-22T17:32:00Z,MSFT,424.622131004,24,Stop Limit,Filled,10190.931144096,"" 
2024-09-04T13:30:00Z,GOOGL,0,62,Stop Limit,Canceled,0,"" 
2024-09-04T13:30:00Z,GOOGL,0,-65,Stop Limit,Canceled,0,"" 
2024-09-05T13:30:00Z,GOOGL,0,62,Stop Limit,Canceled,0,"" 
2024-09-05T13:30:00Z,GOOGL,0,-65,Stop Limit,Canceled,0,"" 
2024-09-06T13:30:00Z,GOOGL,0,62,Stop Limit,Canceled,0,"" 
2024-09-06T13:30:00Z,GOOGL,152.8323159,-65,Stop Limit,Filled,-9934.1005335,"" 
2024-09-06T14:31:00Z,GOOGL,0,65,Limit,Canceled,0,"" 
2024-09-06T14:31:00Z,GOOGL,157.425758328,65,Stop Limit,Filled,10232.67429132,"" 
2024-09-16T13:30:00Z,MSFT,0,22,Stop Limit,Canceled,0,"" 
2024-09-16T13:30:00Z,MSFT,0,-23,Stop Limit,Canceled,0,"" 
2024-09-16T13:30:00Z,GOOGL,0,62,Stop Limit,Canceled,0,"" 
2024-09-16T13:30:00Z,GOOGL,0,-65,Stop Limit,Canceled,0,"" 
2024-09-17T13:30:00Z,MSFT,436.949582132,22,Stop Limit,Filled,9612.890806904,"" 
2024-09-17T13:30:00Z,MSFT,0,-23,Stop Limit,Canceled,0,"" 
2024-09-17T13:30:00Z,GOOGL,0,62,Stop Limit,Canceled,0,"" 
2024-09-17T13:30:00Z,GOOGL,0,-64,Stop Limit,Canceled,0,"" 
2024-09-17T13:31:00Z,MSFT,0,-22,Limit,Canceled,0,"" 
2024-09-17T13:31:00Z,MSFT,423.8181668,-22,Stop Limit,Filled,-9323.9996696,"" 
2024-09-18T13:30:00Z,GOOGL,0,61,Stop Limit,Canceled,0,"" 
2024-09-18T13:30:00Z,GOOGL,0,-64,Stop Limit,Canceled,0,"" 
2024-09-19T13:30:00Z,GOOGL,162.57,61,Stop Limit,Filled,9916.77,"" 
2024-09-19T13:30:00Z,GOOGL,0,-64,Stop Limit,Canceled,0,"" 
2024-09-19T13:31:00Z,GOOGL,179.986267332,-61,Limit,Filled,-10979.162307252,"" 
2024-09-19T13:31:00Z,GOOGL,0,-61,Stop Limit,Canceled,0,"" 
2024-09-25T13:30:00Z,MSFT,0,23,Stop Limit,Canceled,0,"" 
2024-09-25T13:30:00Z,MSFT,0,-23,Stop Limit,Canceled,0,"" 
2024-09-26T13:30:00Z,MSFT,0,22,Stop Limit,Canceled,0,"" 
2024-09-26T13:30:00Z,MSFT,0,-23,Stop Limit,Canceled,0,"" 
2024-09-27T13:30:00Z,MSFT,0,22,Stop Limit,Canceled,0,"" 
2024-09-27T13:30:00Z,MSFT,0,-23,Stop Limit,Canceled,0,"" 
2024-09-30T13:30:00Z,MSFT,0,23,Stop Limit,Canceled,0,"" 
2024-09-30T13:30:00Z,MSFT,0,-24,Stop Limit,Canceled,0,"" 
2024-10-01T13:30:00Z,MSFT,0,22,Stop Limit,Canceled,0,"" 
2024-10-01T13:30:00Z,MSFT,418.289672212,-23,Stop Limit,Filled,-9620.662460876,"" 
2024-10-01T13:51:00Z,MSFT,0,23,Limit,Canceled,0,"" 
2024-10-01T13:51:00Z,MSFT,431.27,23,Stop Limit,Filled,9919.21,"" 
2024-10-31T13:30:00Z,MSFT,0,22,Stop Limit,Canceled,0,"" 
2024-10-31T13:30:00Z,MSFT,0,-23,Stop Limit,Canceled,0,"" 
2024-10-31T13:30:00Z,GOOGL,0,56,Stop Limit,Canceled,0,"" 
2024-10-31T13:30:00Z,GOOGL,0,-58,Stop Limit,Canceled,0,"" 
2024-11-01T13:30:00Z,MSFT,0,24,Stop Limit,Canceled,0,"" 
2024-11-01T13:30:00Z,MSFT,0,-25,Stop Limit,Canceled,0,"" 
2024-11-01T13:30:00Z,GOOGL,0,57,Stop Limit,Canceled,0,"" 
2024-11-01T13:30:00Z,GOOGL,0,-59,Stop Limit,Canceled,0,"" 
2024-11-04T14:30:00Z,MSFT,0,24,Stop Limit,Canceled,0,"" 
2024-11-04T14:30:00Z,MSFT,0,-25,Stop Limit,Canceled,0,"" 
2024-11-04T14:30:00Z,GOOGL,0,57,Stop Limit,Canceled,0,"" 
2024-11-04T14:30:00Z,GOOGL,0,-59,Stop Limit,Canceled,0,"" 
2024-11-05T14:30:00Z,MSFT,0,24,Stop Limit,Canceled,0,"" 
2024-11-05T14:30:00Z,MSFT,0,-25,Stop Limit,Canceled,0,"" 
2024-11-05T14:30:00Z,GOOGL,0,58,Stop Limit,Canceled,0,"" 
2024-11-05T14:30:00Z,GOOGL,0,-60,Stop Limit,Canceled,0,"" 
2024-11-06T14:30:00Z,MSFT,416.582488964,24,Stop Limit,Filled,9997.979735136,"" 
2024-11-06T14:30:00Z,MSFT,0,-24,Stop Limit,Canceled,0,"" 
2024-11-06T14:30:00Z,GOOGL,0,58,Stop Limit,Canceled,0,"" 
2024-11-06T14:30:00Z,GOOGL,0,-60,Stop Limit,Canceled,0,"" 
2024-11-06T15:27:00Z,MSFT,437.41,-24,Limit,Filled,-10497.84,"" 
2024-11-06T15:27:00Z,MSFT,0,-24,Stop Limit,Canceled,0,"" 
2024-11-07T14:30:00Z,GOOGL,179.30925294,55,Stop Limit,Filled,9862.0089117,"" 
2024-11-07T14:30:00Z,GOOGL,0,-58,Stop Limit,Canceled,0,"" 
