Time,Symbol,Price,Quantity,Type,Status,Value,Tag
2024-02-09T14:30:00Z,AAPL,0,5,Stop Limit,Canceled,0,"" 
2024-02-09T14:30:00Z,AAPL,0,-5,Stop Limit,Canceled,0,"" 
2024-02-09T14:30:00Z,META,0,2,Stop Limit,Canceled,0,"" 
2024-02-09T14:30:00Z,META,0,-2,Stop Limit,Canceled,0,"" 
2024-02-09T14:30:00Z,GOOG,149.07980032,6,Stop Limit,Filled,894.47880192,"" 
2024-02-09T14:30:00Z,GOOG,0,-6,Stop Limit,Canceled,0,"" 
2024-02-09T16:12:00Z,GOOG,0,-6,Limit,Canceled,0,"" 
2024-02-09T16:12:00Z,GOOG,144.61,-6,Stop Market,Filled,-867.66,"" 
2024-02-12T14:30:00Z,AAPL,0,5,Stop Limit,Canceled,0,"" 
2024-02-12T14:30:00Z,AAPL,0,-5,Stop Limit,Canceled,0,"" 
2024-02-12T14:30:00Z,META,474.524711595,2,Stop Limit,Filled,949.04942319,"" 
2024-02-12T14:30:00Z,META,0,-2,Stop Limit,Canceled,0,"" 
2024-02-12T15:02:00Z,META,0,-2,Limit,Canceled,0,"" 
2024-02-12T15:02:00Z,META,453.40490822,-2,Stop Market,Filled,-906.80981644,"" 
2024-02-13T14:30:00Z,AAPL,0,5,Stop Limit,Canceled,0,"" 
2024-02-13T14:30:00Z,AAPL,0,-5,Stop Limit,Canceled,0,"" 
2024-02-14T14:30:00Z,AAPL,0,5,Stop Limit,Canceled,0,"" 
2024-02-14T14:30:00Z,AAPL,0,-5,Stop Limit,Canceled,0,"" 
2024-02-14T14:30:00Z,META,466.42464583,2,Stop Limit,Filled,932.84929166,"" 
2024-02-14T14:30:00Z,META,0,-2,Stop Limit,Canceled,0,"" 
2024-02-14T14:30:00Z,GOOG,0,6,Stop Limit,Canceled,0,"" 
2024-02-14T14:30:00Z,GOOG,0,-7,Stop Limit,Canceled,0,"" 
2024-02-14T14:31:00Z,META,0,-2,Limit,Canceled,0,"" 
2024-02-14T14:31:00Z,META,0,-2,Stop Market,Canceled,0,"" 
2024-02-15T14:30:00Z,AAPL,0,5,Stop Limit,Canceled,0,"" 
2024-02-15T14:30:00Z,AAPL,0,-5,Stop Limit,Canceled,0,"" 
2024-02-15T14:30:00Z,GOOG,0,6,Stop Limit,Canceled,0,"" 
2024-02-15T14:30:00Z,GOOG,0,-6,Stop Limit,Canceled,0,"" 
2024-02-15T16:44:00Z,META,471.09,-2,Stop Market,Filled,-942.18,"" 
2024-02-16T14:30:00Z,AAPL,0,5,Stop Limit,Canceled,0,"" 
2024-02-16T14:30:00Z,AAPL,0,-5,Stop Limit,Canceled,0,"" 
2024-02-16T14:30:00Z,GOOG,0,6,Stop Limit,Canceled,0,"" 
2024-02-16T14:30:00Z,GOOG,0,-7,Stop Limit,Canceled,0,"" 
2024-02-20T14:30:00Z,AAPL,0,5,Stop Limit,Canceled,0,"" 
2024-02-20T14:30:00Z,AAPL,0,-5,Stop Limit,Canceled,0,"" 
2024-02-20T14:30:00Z,META,0,2,Stop Limit,Canceled,0,"" 
2024-02-20T14:30:00Z,META,0,-2,Stop Limit,Canceled,0,"" 
2024-02-20T14:30:00Z,GOOG,0,6,Stop Limit,Canceled,0,"" 
2024-02-20T14:30:00Z,GOOG,0,-7,Stop Limit,Canceled,0,"" 
2024-02-21T14:30:00Z,AAPL,0,5,Stop Limit,Canceled,0,"" 
2024-02-21T14:30:00Z,AAPL,0,-5,Stop Limit,Canceled,0,"" 
2024-02-21T14:30:00Z,META,0,2,Stop Limit,Canceled,0,"" 
2024-02-21T14:30:00Z,META,0,-2,Stop Limit,Canceled,0,"" 
2024-02-21T14:30:00Z,GOOG,0,6,Stop Limit,Canceled,0,"" 
2024-02-21T14:30:00Z,GOOG,0,-7,Stop Limit,Canceled,0,"" 
